composition,gap expt,composition_pmg,MagpieData mean Number,MagpieData mean MendeleevNumber,MagpieData mean MeltingT,MagpieData mean Column,MagpieData mean CovalentRadius,MagpieData mean Electronegativity,MagpieData mean NsValence,MagpieData mean NpValence,MagpieData mean NdValence,MagpieData mean NValence,MagpieData mean NpUnfilled,MagpieData mean NUnfilled,MagpieData mean GSvolume_pa,MagpieData mean GSbandgap,MagpieData mean SpaceGroupNumber
Al0.4In0.6P1,2.12,Al0.4 In0.6 P1,24.8,78.6,474.269,14.0,120.30000000000001,1.951,2.0,2.0,3.0,7.0,4.0,4.0,21.859119047600004,0.8125,87.69999999999999
Al0.5Ga0.5As1,2.12,Al0.5 Ga0.5 As1,27.5,78.75,854.095,14.0,120.25,1.945,2.0,2.0,7.5,11.5,4.0,4.0,19.921875,0.0,155.25
Al0.6Ga0.4As1,2.3,Al0.6 Ga0.4 As1,26.6,78.7,885.623,14.0,120.2,1.935,2.0,2.0,7.0,11.0,4.0,4.0,19.803,0.0,163.3
Al0.6Ga0.4P1,2.4,Al0.6 Ga0.4 P1,17.6,78.2,499.273,14.0,114.2,1.94,2.0,2.0,2.0,6.0,4.0,4.0,20.0006190476,0.8125,81.3
Al0.6In0.4P1,2.3,Al0.6 In0.4 P1,21.200000000000003,78.4,524.641,14.0,118.2,1.934,2.0,2.0,2.0,6.0,4.0,4.0,21.081119047599998,0.8125,96.3
Al0.75Ga0.25As1,2.42,Al0.75 Ga0.25 As1,25.25,78.625,932.915,14.0,120.125,1.9200000000000002,2.0,2.0,6.25,10.25,4.0,4.0,19.6246875,0.0,175.375
Al0.7In0.3P1,2.3,Al0.7 In0.3 P1,19.4,78.3,549.827,14.0,117.14999999999999,1.9255,2.0,2.0,1.5,5.5,4.0,4.0,20.692119047600002,0.8125,100.6
Al0.8Ga0.2P1,2.43,Al0.8 Ga0.2 P1,15.8,78.1,562.3290000000001,14.0,114.10000000000001,1.9200000000000002,2.0,2.0,1.0,5.0,4.0,4.0,19.7628690476,0.8125,97.4
Al0.99Cd0.01Sb0.99Te0.01,2.21,Al0.99 Cd0.01 Sb0.99 Te0.01,32.18,79.01,916.02315,13.999999999999998,130.10999999999999,1.8306499999999999,2.0,2.0,5.05,9.049999999999999,3.9699999999999998,3.9699999999999998,24.051091666666498,0.00232,195.27499999999998
Al0.99Ga0.01P1,2.49,Al0.99 Ga0.01 P1,14.09,78.005,622.2322,14.0,114.005,1.901,2.0,2.0,0.05,4.05,4.0,4.0,19.5370065476,0.8125,112.695
Al0.99In0.01P1,2.4,Al0.99 In0.01 P1,14.18,78.00999999999999,622.8664,14.0,114.10499999999999,1.9008500000000002,2.0,2.0,0.05,4.05,4.0,4.0,19.5640190476,0.8125,113.07
Al2S3,4.1,Al2 S3,14.8,82.0,606.404,14.8,111.4,2.192,2.0,2.8,0.0,4.8,3.2,3.2,22.064125,1.3212,132.0
Al2Se3,3.1,Al2 Se3,25.6,82.6,669.788,14.8,120.4,2.174,2.0,2.8,6.0,10.8,3.2,3.2,22.144,0.47940000000000005,98.4
AlAgO2,3.6,Al1 Ag1 O2,19.0,78.0,569.5,14.0,99.5,2.605,1.75,2.25,2.5,6.5,2.25,2.5,12.755,0.0,118.5
AlAgS2,3.13,Al1 Ag1 S2,23.0,78.5,736.28,14.0,119.0,2.175,1.75,2.25,2.5,6.5,2.25,2.5,21.095937499999998,1.101,147.5
AlAgSe2,2.55,Al1 Ag1 Se2,32.0,79.0,789.1,14.0,126.5,2.16,1.75,2.25,7.5,11.5,2.25,2.5,21.1625,0.3995,119.5
AlAgTe2,1.8,Al1 Ag1 Te2,41.0,79.5,903.4300000000001,14.0,135.5,1.935,1.75,2.25,7.5,11.5,2.25,2.5,25.58416666665,0.232,188.5
AlBi,0.4,Al1 Bi1,48.0,79.5,738.935,14.0,134.5,1.815,2.0,2.0,5.0,16.0,4.0,4.0,24.715000000000003,0.0,118.5
AlCuS2,3.5,Al1 Cu1 S2,18.5,78.25,766.99,14.0,115.75,2.1675,1.75,2.25,2.5,6.5,2.25,2.5,19.7809375,1.101,147.5
AlCuTe2,2.06,Al1 Cu1 Te2,36.5,79.25,934.1399999999999,14.0,132.25,1.9275,1.75,2.25,7.5,11.5,2.25,2.5,24.269166666649998,0.232,188.5
AlV(TeO4)2,2.9,Al1 V1 Te2 O8,17.0,82.91666666666667,416.68249999999995,14.833333333333334,89.83333333333333,2.9133333333333336,2.0,3.4166666666666665,1.9166666666666667,7.333333333333333,2.0833333333333335,2.6666666666666665,14.321388888883334,0.07733333333333334,71.16666666666667
As2Ir,1.0,As2 Ir1,47.666666666666664,76.0,1639.6666666666667,13.0,126.33333333333333,2.186666666666667,2.0,2.0,9.0,17.666666666666668,2.0,3.0,19.52,0.0,185.66666666666666
As2O3,4.0,As2 O3,18.0,85.8,468.88,15.6,87.2,2.936,2.0,3.6,4.0,9.6,2.4,2.4,14.333000000000002,0.0,73.6
As2Os,0.9,As2 Os1,47.333333333333336,75.0,1828.6666666666667,12.666666666666666,127.33333333333333,2.186666666666667,2.0,2.0,8.666666666666666,17.333333333333332,2.0,3.3333333333333335,19.48,0.0,175.33333333333334
As2Rh,1.15,As2 Rh1,37.0,75.66666666666667,1472.3333333333333,13.0,126.66666666666667,2.2133333333333334,1.6666666666666667,2.0,9.333333333333334,13.0,2.0,3.0,19.330000000000002,0.0,185.66666666666666
As2Ru,0.8,As2 Ru1,36.666666666666664,74.66666666666667,1595.6666666666667,12.666666666666666,128.0,2.186666666666667,1.6666666666666667,2.0,9.0,12.666666666666666,2.0,3.3333333333333335,19.286666666666665,0.0,175.33333333333334
As2S5,2.48,As2 S5,20.857142857142858,86.85714285714286,588.8285714285714,15.714285714285714,109.0,2.4657142857142857,2.0,3.7142857142857144,2.857142857142857,8.571428571428571,2.2857142857142856,2.2857142857142856,24.75491071428571,1.5728571428571427,97.42857142857143
AsBr3,2.6,As1 Br3,34.5,92.25,471.85,16.5,119.75,2.7649999999999997,2.0,4.5,10.0,16.5,1.5,1.5,27.65375,1.09275,89.5
AsOsS,1.3,As1 Os1 S1,41.666666666666664,76.33333333333333,1594.7866666666666,13.0,122.66666666666667,2.3200000000000003,2.0,2.3333333333333335,5.333333333333333,14.333333333333334,1.6666666666666667,3.0,20.683958333333333,0.734,143.33333333333334
AsP,0.23,As1 P1,24.0,83.5,703.65,15.0,113.0,2.185,2.0,3.0,5.0,10.0,3.0,3.0,22.3726190476,0.8125,84.0
AsPPd,0.45,As1 P1 Pd1,31.333333333333332,76.33333333333333,1078.45,13.333333333333334,121.66666666666667,2.19,1.3333333333333333,2.0,6.666666666666667,10.0,2.0,2.0,19.7184126984,0.5416666666666666,131.0
AsPPt,0.4,As1 P1 Pt1,42.0,76.66666666666667,1149.5666666666666,13.333333333333334,120.66666666666667,2.216666666666667,1.6666666666666667,2.0,6.333333333333333,14.666666666666666,2.0,2.6666666666666665,19.921746031733335,0.5416666666666666,131.0
AsPRu,0.8,As1 P1 Ru1,30.666666666666668,74.33333333333333,1338.1000000000001,12.666666666666666,124.0,2.19,1.6666666666666667,2.0,5.666666666666667,9.333333333333334,2.0,3.3333333333333335,19.4184126984,0.5416666666666666,120.66666666666667
AsRuS,1.2,As1 Ru1 S1,31.0,76.0,1361.7866666666666,13.0,123.33333333333333,2.3200000000000003,1.6666666666666667,2.3333333333333335,5.666666666666667,9.666666666666666,1.6666666666666667,3.0,20.490624999999998,0.734,143.33333333333334
AsS,2.4,As1 S1,24.5,86.0,739.1800000000001,15.5,112.0,2.38,2.0,3.5,5.0,10.5,2.5,2.5,23.9809375,1.101,118.0
AsS3,2.35,As1 S3,20.25,87.0,563.77,15.75,108.5,2.48,2.0,3.75,2.5,8.25,2.25,2.25,24.88390625,1.6515,94.0
AsSI,2.05,As1 S1 I1,34.0,89.33333333333333,621.7366666666667,16.0,121.0,2.473333333333333,2.0,4.0,6.666666666666667,12.666666666666666,2.0,2.0,30.325625000000002,1.088,100.0
AsSeI,1.76,As1 Se1 I1,40.0,89.66666666666667,656.9499999999999,16.0,126.0,2.4633333333333334,2.0,4.0,10.0,16.0,2.0,2.0,30.37,0.6203333333333334,81.33333333333333
B2Mo(PbO2)6,2.9,B2 Mo1 Pb6 O12,30.476190476190474,82.0952380952381,564.4409523809524,14.666666666666666,94.76190476190476,2.9285714285714284,1.9523809523809523,2.9523809523809526,3.0952380952380953,12.0,2.761904761904762,3.0476190476190474,14.664523809523809,0.14514285714285716,97.85714285714286
B2O3,4.89,B2 O3,6.8,81.0,972.0799999999999,14.8,73.2,2.88,2.0,2.8,0.0,4.8,3.2,3.2,8.332,0.6096,73.6
B2Se2O7,4.64,B2 Se2 O7,12.181818181818182,84.63636363636364,551.6,15.454545454545455,79.0909090909091,3.0236363636363635,2.0,3.4545454545454546,1.8181818181818181,7.2727272727272725,2.5454545454545454,2.5454545454545454,11.810909090909092,0.42236363636363633,40.36363636363637
B3H2Pb2O7.5,4.42,B3 H2 Pb2 O7.5,16.620689655172413,83.75862068965517,598.9131034482758,13.03448275862069,75.93103448275862,2.8262068965517244,1.8620689655172413,2.5517241379310347,1.3793103448275863,7.724137931034483,2.6206896551724137,2.7586206896551726,10.983103448275862,1.3984827586206896,98.34482758620689
B3Pb10Br3O13,3.25,B3 Pb10 Br3 O13,36.0,84.20689655172414,502.0655172413793,15.10344827586207,101.03448275862068,2.862758620689655,2.0,3.103448275862069,4.482758620689655,14.413793103448276,2.896551724137931,2.896551724137931,17.566293103448277,0.30837931034482763,106.75862068965517
B3Pb3NO10,3.64,B3 Pb3 N1 O10,20.470588235294116,83.0,556.2870588235294,15.058823529411764,83.58823529411765,2.9735294117647055,2.0,3.0588235294117645,1.7647058823529411,9.294117647058824,2.9411764705882355,2.9411764705882355,12.450955882352941,0.6475882352941177,87.47058823529412
B4C,1.64,B4 C1,5.2,73.0,2643.0,13.2,82.4,2.1420000000000003,2.0,1.2,0.0,3.2,4.8,4.8,6.866,2.1184000000000003,171.6
B4H2Pb6O13,3.24,B4 H2 Pb6 O13,24.72,83.56,549.4432,13.84,85.28,2.8503999999999996,1.92,2.72,2.4,10.4,2.8,2.88,13.1578,0.87208,102.32
B6As,1.51,B6 As1,9.0,73.71428571428571,2168.285714285714,13.285714285714286,89.0,2.06,2.0,1.2857142857142858,1.4285714285714286,4.714285714285714,4.714285714285714,4.714285714285714,9.315714285714288,1.3062857142857143,166.0
B6P,3.3,B6 P1,6.428571428571429,73.57142857142857,2057.9,13.285714285714286,87.28571428571429,2.0614285714285714,2.0,1.2857142857142858,0.0,3.2857142857142856,4.714285714285714,4.714285714285714,9.372176870742859,1.5384285714285715,142.57142857142858
BAs,1.45,B1 As1,19.0,78.0,1719.0,14.0,101.5,2.1100000000000003,2.0,2.0,5.0,9.0,4.0,4.0,14.67375,0.762,166.0
BH(PbO2)2,3.76,B1 H1 Pb2 O4,25.25,84.25,472.80375000000004,13.25,83.875,2.8325,1.875,2.625,2.5,10.5,2.625,2.75,13.3034375,1.1721249999999999,107.25
BP,4.2,B1 P1,10.0,77.5,1332.65,14.0,95.5,2.115,2.0,2.0,0.0,4.0,4.0,4.0,14.8713690476,1.5745,84.0
BPb2ClO3,3.99,B1 Pb2 Cl1 O3,30.0,84.14285714285714,555.0314285714286,15.142857142857142,96.57142857142857,2.882857142857143,2.0,3.142857142857143,2.857142857142857,12.0,2.857142857142857,2.857142857142857,16.457857142857144,0.5738571428571427,102.28571428571429
BPb6BrO7,2.84,B1 Pb6 Br1 O7,39.2,84.13333333333334,440.0706666666667,15.066666666666666,102.8,2.8706666666666667,2.0,3.066666666666667,4.666666666666667,15.333333333333334,2.933333333333333,2.933333333333333,17.936500000000002,0.19873333333333332,110.93333333333334
BPb7Br3O7,2.62,B1 Pb7 Br3 O7,41.111111111111114,85.16666666666667,429.62611111111113,15.222222222222221,107.11111111111111,2.8505555555555557,2.0,3.2222222222222223,5.555555555555555,16.22222222222222,2.7777777777777777,2.7777777777777777,19.784305555555555,0.3275,112.05555555555556
BSb,2.6,B1 Sb1,28.0,78.5,1625.8899999999999,14.0,111.5,2.045,2.0,2.0,5.0,9.0,4.0,4.0,19.36625,0.762,166.0
BSbPbS4,1.8,B1 Sb1 Pb1 S4,28.857142857142858,84.28571428571429,772.2614285714286,15.142857142857142,112.71428571428571,2.391428571428572,2.0,3.142857142857143,2.857142857142857,10.0,2.857142857142857,2.857142857142857,24.284285714285716,1.4760000000000002,119.57142857142857
Ba(GaS2)2,4.13,Ba1 Ga2 S4,26.0,72.71428571428571,451.3228571428572,13.142857142857142,125.57142857142857,2.1185714285714288,2.0,2.5714285714285716,2.857142857142857,7.428571428571429,2.5714285714285716,2.5714285714285716,29.2075,1.2582857142857142,91.0
Ba(GaSe2)2,3.16,Ba1 Ga2 Se4,36.285714285714285,73.28571428571429,511.68857142857144,13.142857142857142,134.14285714285714,2.1014285714285714,2.0,2.5714285714285716,8.571428571428571,13.142857142857142,2.5714285714285716,2.5714285714285716,29.28357142857143,0.4565714285714286,59.0
Ba(InS2)2,3.06,Ba1 In2 S4,31.142857142857142,73.0,487.5628571428571,13.142857142857142,131.28571428571428,2.11,2.0,2.5714285714285716,2.857142857142857,7.428571428571429,2.5714285714285716,2.5714285714285716,30.75107142857143,1.2582857142857142,112.42857142857143
Ba(InSe2)2,2.63,Ba1 In2 Se4,41.42857142857143,73.57142857142857,547.9285714285714,13.142857142857142,139.85714285714286,2.0928571428571425,2.0,2.5714285714285716,8.571428571428571,13.142857142857142,2.5714285714285716,2.5714285714285716,30.82714285714286,0.4565714285714286,80.42857142857143
Ba(ZnAs)2,0.23,Ba1 Zn2 As2,36.4,63.0,913.0719999999999,11.2,139.4,1.7100000000000002,2.0,1.2,8.0,11.2,1.2,1.2,27.172000000000004,0.0,189.8
Ba1.88Ta15O32,0.13,Ba1.88 Ta15 O32,29.792962356792145,72.03191489361703,1083.9525368248774,12.085924713584289,103.64566284779052,2.7465875613747954,2.0,2.618657937806874,0.9206219312602292,9.835515548281506,1.309328968903437,3.4574468085106385,13.967045826513914,0.0,86.93780687397711
Ba12In4S19,2.56,Ba12 In4 S19,33.48571428571429,59.42857142857143,602.7954285714286,10.857142857142858,146.94285714285715,1.9091428571428573,2.0,2.2857142857142856,1.1428571428571428,5.428571428571429,1.6571428571428573,1.6571428571428573,38.57344642857142,1.1953714285714285,132.4
Ba23Ga8(SbS19)2,2.84,Ba23 Ga8 Sb2 S38,31.633802816901408,60.74647887323944,591.3876056338029,11.098591549295774,143.50704225352112,1.9308450704225353,2.0,2.3380281690140845,1.408450704225352,5.746478873239437,1.7183098591549295,1.7183098591549295,37.41480633802817,1.1785352112676057,123.53521126760563
Ba2B4H2O9,5.12,Ba2 B4 H2 O9,12.117647058823529,74.88235294117646,700.7776470588236,11.882352941176471,83.6470588235294,2.664705882352941,1.8823529411764706,2.3529411764705883,0.0,4.235294117647059,2.235294117647059,2.3529411764705883,14.76735294117647,1.282470588235294,95.17647058823529
Ba2B6H4O13,6.53,Ba2 B6 H4 O13,10.0,77.96,674.2576000000001,11.76,76.64,2.7015999999999996,1.84,2.32,0.0,4.16,2.24,2.4,12.601600000000001,1.62224,95.44
Ba2B6O11,5.17,Ba2 B6 O11,12.105263157894736,74.05263157894737,878.4631578947368,13.578947368421053,87.36842105263158,2.7294736842105265,2.0,2.6315789473684212,0.0,4.631578947368421,2.736842105263158,2.736842105263158,14.23,0.48126315789473684,83.47368421052632
Ba2Cd(BO2)6,4.59,Ba2 Cd1 B6 O12,13.619047619047619,74.47619047619048,825.7057142857143,13.619047619047619,89.04761904761905,2.713809523809524,2.0,2.5714285714285716,0.47619047619047616,5.0476190476190474,2.5714285714285716,2.5714285714285716,14.236666666666668,0.43542857142857144,85.33333333333333
Ba2CeInTe5,1.35,Ba2 Ce1 In1 Te5,53.22222222222222,62.0,790.4499999999999,11.11111111111111,162.88888888888889,1.6866666666666665,2.0,2.3333333333333335,6.777777777777778,11.222222222222221,1.6666666666666667,4.111111111111111,40.27740740738889,0.25777777777777783,172.33333333333334
Ba2DyGaSe5,2.35,Ba2 Dy1 Ga1 Se5,42.111111111111114,63.111111111111114,717.5455555555556,11.11111111111111,149.33333333333334,1.9511111111111115,2.0,2.3333333333333335,6.666666666666667,12.11111111111111,1.6666666666666667,2.111111111111111,34.097500000000004,0.4438888888888889,87.33333333333333
Ba2DyGaTe5,1.13,Ba2 Dy1 Ga1 Te5,52.111111111111114,63.666666666666664,844.5788888888887,11.11111111111111,159.33333333333334,1.7011111111111112,2.0,2.3333333333333335,6.666666666666667,12.11111111111111,1.6666666666666667,2.111111111111111,39.010462962944445,0.25777777777777783,164.0
Ba2DyInSe5,2.27,Ba2 Dy1 In1 Se5,44.111111111111114,63.22222222222222,731.6388888888889,11.11111111111111,151.55555555555554,1.9477777777777778,2.0,2.3333333333333335,6.666666666666667,12.11111111111111,1.6666666666666667,2.111111111111111,34.69777777777778,0.4438888888888889,95.66666666666667
Ba2DyInTe5,1.35,Ba2 Dy1 In1 Te5,54.111111111111114,63.77777777777778,858.6722222222221,11.11111111111111,161.55555555555554,1.6977777777777778,2.0,2.3333333333333335,6.666666666666667,12.11111111111111,1.6666666666666667,2.111111111111111,39.61074074072222,0.25777777777777783,172.33333333333334
Ba2ErGaSe5,1.95,Ba2 Er1 Ga1 Se5,42.333333333333336,63.55555555555556,726.99,11.11111111111111,149.0,1.9533333333333331,2.0,2.3333333333333335,6.666666666666667,12.333333333333334,1.6666666666666667,1.8888888888888888,34.02472222222222,0.4438888888888889,87.33333333333333
